qid,pid
3752,1956303
3752,1965905
3752,1969294
3753,1963930
3754,1963086
3754,1961595
3754,1956182
3755,1956486
3755,1871671
3755,1962284
3756,1976189
3756,1957115
3756,1967115
3756,1976038
3756,1965351
3757,1957659
3757,1961669
3757,1958867
3757,1968253
3758,1956588
3758,445261
3758,1966008
3758,1967820
3758,1959577
3758,1970125
3758,1214290
3759,1967877
3759,1975928
3759,1963860
3759,1956658
3760,1957145
3760,1959378
3760,1963949
3760,1964551
3760,1969345
3761,1959789
3761,1958106
3763,1976232
3763,1968594
3764,1963275
3765,1962988
3766,1964417
3766,1960571
3766,1966797
3767,1957851
3767,1964186
3767,1956449
3767,1963918
3767,1966650
3768,1969793
3768,1955929
3769,1957009
3770,1394721
3770,1969331
3770,1965626
3770,1202481
3770,1963476
3770,1964913
3770,273695
3770,1964365
3771,1956597
3771,1968594
3771,1962697
3771,1959026
3771,1967293
3771,1961089
3772,1965981
3773,1966681
3774,1954161
3775,840189
3776,1957414
3776,1580696
3776,1967065
3777,1958518
3777,1953856
3777,1736487
3777,1967878
3777,1961020
3777,1964568
3777,1956646
3777,1958775
3777,1964878
3777,1955749
3777,1962230
3778,1963069
3778,1421335
3778,1961359
3778,1955523
3778,1967939
3778,1958964
3778,1968119
3778,1969924
3779,1958178
3780,1963370
3780,1961254
3780,1965145
3781,1966112
3781,1955035
3781,1970518
3783,852388
3783,1956864
3783,1962226
3783,1294147
3783,1960608
3783,1575139
3783,1960507
3785,1957080
3785,1957565
3785,1958101
3786,1964416
3786,1967457
3786,1954617
3787,1968519
3787,1965505
3788,1967802
3789,1957791
3789,1965925
3789,1965850
3790,781779
3790,1699853
3790,1420503
3791,1961684
3793,1436769
3793,1958276
3793,1966527
3793,1958124
3793,1111547
3793,810726
3793,1172260
3793,1955860
3793,1966410
3793,1968264
3793,1966949
3793,1960459
3793,1957004
3795,1957032
3795,1964935
3796,1976074
3797,66178
3797,1957492
3797,1954847
3798,1966340
3798,1954089
3799,1970543
3800,1969668
3801,1975749
3801,1961343
3801,1969228
3802,1959774
3802,1955914
3802,1960556
3803,562415
3803,1015891
3803,346220
3804,1961787
3804,1975708
3805,636973
3805,1966750
3805,1959373
3805,1061274
3805,665191
3805,1975700
3805,1958232
3805,1357581
3806,1965522
3807,1965436
3809,1955217
3809,1958143
3809,384249
3809,1959866
3809,1955815
3809,506265
3809,1965549
3809,1953760
3809,1961827
3809,1967611
3809,1960346
3809,1966094
3810,1976055
3810,1968096
3810,1958261
3811,1963105
3812,1957934
3813,1962034
3814,1961842
3814,1965718
3814,1963439
3815,1954147
3815,1954971
3815,1959665
3816,1961224
3818,1733827
3819,1955769
3819,1962213
3819,1961119
3819,1963775
3821,1964946
3821,1964787
3821,1283715
3822,1965177
3822,424690
3822,687398
3822,978738
3822,915690
3822,1958667
3823,434537
3823,1969698
3824,1958510
3824,1962119
3825,1970633
3825,1958712
3827,849255
3827,1970499
3828,1957779
3828,1956131
3828,1959398
3829,1965390
3829,1964025
3829,1963861
3829,1959971
3829,1070569
3830,1959786
3830,1968963
3831,1955765
3833,1963778
3833,1970007
3833,1955377
3834,1953740
3834,1975911
3834,1958595
3835,1637775
3835,1954939
3835,789359
3835,799007
3836,1955693
3837,1969221
3838,1957638
3838,1370328
3838,1967710
3838,1968280
3839,1959022
3839,1301366
3839,1954844
3839,1966905
3839,259040
3839,1958828
3839,1966931
3839,1958190
3839,1967498
3839,1967459
3839,1961739
3839,1956160
3839,1966630
3840,1962187
3841,1954580
3843,1969342
3843,273113
3843,1966258
3844,1958366
3845,798700
3846,1967715
3847,1969338
3847,1962241
3847,1959479
3848,1969847
3848,1968300
3848,1961789
3849,1955277
3851,1955184
3851,364351
3851,1958879
3851,1967510
3852,1961341
3854,1968701
3855,1958094
3855,1968294
3856,1241961
3856,72113
3856,1976016
3856,1953961
3856,1960713
3856,1956962
3856,1963315
3857,1961327
3859,1962837
3859,1953749
3859,1968288
3859,1959561
3859,1964067
3861,1967799
3861,1966702
3861,1964689
3861,1965724
3861,1976070
3861,1963026
3861,1958102
3861,1967833
3861,1960160
3861,1965740
3862,1969609
3862,1958237
3862,396439
3862,1961122
3862,1958781
3862,1955043
3862,1963310
3862,1962113
3862,1968710
3862,1961792
3863,1966376
3864,81039
3864,1964173
3864,1961708
3864,1964073
3864,1965097
3864,1966282
3865,1965383
3867,517960
3868,1954192
3868,1954310
3869,1961231
3869,1966411
3870,1970865
3870,1958904
3870,1954811
3870,1961007
3870,1970489
3870,1955810
3870,1964212
3870,1964769
3871,561047
3871,517960
3872,662512
3872,1964354
3872,1959072
3873,1965052
3873,1961054
3873,1967234
3873,1964133
3873,593474
3874,1964668
3875,1970053
3877,1958364
3877,1970082
3878,1976381
3878,1964739
3878,1963546
3878,1964773
3878,1956938
3878,1975690
3878,1965589
3879,1962358
3880,1970225
3880,1976043
3880,1968977
3880,1953681
3880,1957958
3880,1962834
3881,1968080
3881,1966192
3881,67008
3881,1961365
3881,1105463
3881,1908194
3881,1954005
3881,1958907
3881,1966245
3881,1955620
3881,684325
3884,864461
3884,1966664
3885,1454135
3885,1975968
3885,1934759
3885,1960047
3885,1967596
3887,1956200
3888,1954115
3888,129230
3889,1965115
3889,1967059
3891,1956503
3891,1953784
3891,1969126
3892,853830
3892,1956721
3892,1969152
3893,1965493
3893,1965941
3893,1964187
3893,1964203
3893,1964974
3896,1956731
3896,1960055
3897,1682096
3897,1491179
3897,1957914
3897,1953711
3898,1962605
3898,1966305
3898,1970045
3898,1956024
3898,1959388
3898,1817968
3898,1953793
3898,1962681
3898,1970070
3898,1959084
3898,1967635
3899,1957228
3899,1962549
3900,1958473
3901,1959670
3901,1956511
3901,1954009
3901,1970090
3902,1083874
3903,1960424
3904,1970807
3904,1955240
3904,1959009
3904,1965498
3904,1960434
3904,1956961
3904,1965091
3906,1957452
3906,1954644
3906,1963665
3907,1954636
3909,1958647
3910,1964552
3910,1960264
3911,1966357
3911,1892354
3911,1954250
3911,1966063
3911,1966449
3911,1961428
3911,1960633
3911,1954312
3911,1970675
3911,1966683
3911,1956252
3911,1969677
3911,1958981
3911,1954779
3911,1969521
3911,1960349
3911,1961981
3911,1963431
3911,1959784
3911,1957360
3911,1969901
3912,1958868
3912,1956664
3913,1959197
3915,1967929
3915,787008
3915,1956047
3915,1956107
3915,1955758
3915,1956560
3915,1961869
3916,1965463
3917,767404
3917,1963329
3918,1965831
3918,1954373
3918,1957013
3918,1954694
3918,1968481
3918,1955797
3918,1975729
3918,1961172
3918,1959377
3918,1961099
3918,1969238
3918,1966072
3918,1964997
3919,1198515
3919,80862
3919,1958805
3919,1953731
3919,1966541
3919,1962625
3920,1970039
3920,1967920
3920,1962553
3921,1957480
3922,590242
3922,1959621
3922,1968554
3923,1975814
3923,1968464
3923,1966721
3923,1960728
3923,1087851
3924,1956619
3925,1960611
3926,1969230
3927,1565967
3928,410434
3928,1956265
3928,1969913
3928,1959693
3928,535393
3928,1957733
3929,1968851
3929,1809085
3929,1969953
3931,1976181
3932,1969916
3932,1968484
3932,1968137
3932,1956147
3934,1968978
3934,1957709
3934,1960003
3934,1953773
3934,1957847
3934,1958367
3934,1954077
3934,1957251
3934,1960416
3934,1962641
3934,1959176
3934,1965837
3934,1962465
3934,1962193
3934,1975929
3934,1963990
3934,1960897
3934,1960765
3934,1965118
3934,1964976
3934,1954547
3934,1975972
3934,1969711
3936,1626761
3936,1959647
3938,1961164
3938,1966485
3938,1968921
3938,1970334
3938,1957295
3939,1964530
3939,1959965
3939,1968947
3941,1961538
3942,860464
3942,438378
3942,1953662
3943,1956421
3944,1965722
3944,1957336
3944,1958187
3944,1966746
3944,1954401
3944,1960593
3944,1970051
3944,1967156
3944,1142162
3946,1965065
3946,1955230
3946,1966547
3947,1961088
3948,1956923
3948,1968542
3948,1954283
3948,1957407
3948,1331687
3949,1968374
3952,1969726
3952,1967628
3952,1958570
3952,1962777
3952,1962669
3952,1953828
3952,1961721
3953,1967085
3954,886034
3954,1966985
3954,1460451
3954,568119
3955,1963318
3955,1954457
3955,1966727
3955,1963987
3955,1956571
3955,1957238
3955,1969051
3955,1956377
3955,1954863
3955,1956654
3955,1964253
3955,1967055
3955,1957605
3955,1962137
3955,1967679
3955,1969784
3955,1976037
3956,1963448
3959,1960574
3960,1397062
3962,1968048
3962,1967495
3963,1969622
3963,1957479
3964,1955953
3964,1959512
3964,1965441
3965,548539
3965,1943487
3965,1970598
3965,1954810
3965,1976041
3965,1963354
3965,914170
3966,1928449
3967,1964525
3967,1969806
3968,1955633
3969,1967838
3969,1955024
3970,1970187
3970,1968693
3970,1956371
3970,1958137
3970,1955576
3972,1763195
3972,1970635
3972,1966932
3972,1963508
3972,1389932
3972,1965387
3972,1958596
3972,1968099
3972,1961630
3974,1956116
3974,1968640
3974,1959297
3975,1343708
3975,1959986
3975,117069
3975,280647
3975,580764
3976,1970144
3977,1954012
3977,1969422
3978,1963863
3979,1958950
3979,1964099
3979,1956094
3980,1961627
3981,1964638
3982,1959254
3982,1964909
3983,1960480
3983,1963386
3985,1067701
3985,1954281
3985,1968018
3985,1975796
3985,1975919
3985,1967965
3985,1962655
3985,1954584
3985,1966160
3986,1956255
3986,1955303
3986,1965049
3986,1958217
3987,981528
3988,1959269
3989,1970297
3990,1960452
3990,1958960
3990,1975990
3990,1965895
3990,1966487
3990,1958385
3990,1962832
3993,1965957
3997,1965111
3998,1969295
3998,1967504
3999,1966047
3999,1970233
4000,1959717
4000,1280974
4000,1961454
4000,1185819
4001,1638177
4002,1954595
4003,1737695
4003,1700909
4003,1968028
4004,1960959
4005,1961010
4005,1963468
4005,1960194
4005,1963724
4005,1967770
4006,1969771
4006,581576
4006,1868123
4008,1961814
4009,1961508
4009,1954326
4010,1967592
4011,1957874
4011,1954036
4012,1965386
4012,1958616
4013,1416119
4017,1962583
4017,1967517
4018,1955799
4018,1970814
4019,1958601
4020,1969380
4020,1955422
4020,1962705
4021,1962358
4021,1965883
4022,1962782
4025,1956243
4025,1956990
4025,299902
4027,1961681
4027,1966430
4027,1963961
4027,1962152
4027,1964619
4027,1970474
4027,1961166
4027,1962398
4027,1958062
4027,1957943
4027,1967119
4027,9901
4028,1962767
4029,1959357
4029,1966437
4030,1967162
4032,1098552
4032,1157778
4033,1953874
4033,1961276
4033,1961857
4033,1954374
4033,1967177
4033,1957306
4033,1965268
4033,1968884
4033,1967842
4033,1959112
4033,1962782
4033,1205235
4034,1317781
4035,1690414
4035,1292889
4035,1970693
4036,1961528
4036,1961473
4037,1228966
4038,1961542
4038,1961983
4039,1955223
4039,1965346
4039,1969573
4040,1694998
4041,628591
4042,1455652
4042,1332134
4042,1098366
4042,971859
4044,1573359
4044,1962525
4044,1955036
4044,1959361
4044,1843711
4045,1690984
4046,855421
4046,1954306
4046,1021036
4047,1954022
4047,1964044
4047,692375
4047,1955223
4047,1962145
4047,429879
4047,1976124
4047,13735
4048,1938895
4048,1957043
4048,1957949
4050,1970658
4050,882621
4051,1963254
4052,1955543
4052,1967271
4052,1966681
4052,1968552
4053,1964234
4053,1963252
4053,1969154
4053,1962773
4053,1968451
4053,1964805
4053,1963719
4053,1964848
4053,1969122
4053,1964452
4054,1964006
4054,1969497
4054,1959968
4054,1958607
4054,1958114
4054,1967511
4054,1967222
4054,1954253
4054,1572260
4055,1960851
4055,1969758
4058,810948
4058,1959405
4059,1955137
4059,1958208
4059,1962400
4059,1962482
4059,1975691
4059,1968053
4059,1963652
4059,1969220
4059,1953679
4059,1964587
4059,1956326
4059,1958109
4059,1964183
4059,1955143
4059,1956544
4059,1966178
4059,1953967
4059,1967580
4059,1958161
4059,1957172
4059,1957964
4059,1969996
4059,1967309
4059,1958627
4060,1954074
4060,1964026
4060,1956187
4060,1963891
4060,1962491
4061,778722
4061,1954581
4062,1969447
4062,1965295
4063,1965177
4063,1968265
4063,687398
4063,1955645
4064,1960090
4066,1960423
4066,1976017
4067,1471924
4067,1275989
4067,1966468
4067,1957047
4067,1958615
4068,917411
4068,1968237
4068,783197
4068,1340651
4068,1253746
4070,1964064
4070,1962864
4071,350531
4071,1962956
4071,1960875
4071,1960866
4071,1964243
4071,1954212
4072,1976272
4073,1968694
4073,1955621
4073,1960048
4073,1963579
4073,749888
4073,1964230
4074,687398
4075,1967126
4076,1975885
4077,1961975
4077,1959682
4077,1962374
4077,1955194
4077,1958640
4077,1957707
4077,1962409
4077,1962029
4077,1969531
4077,1970419
4078,1958513
4078,1959435
4078,1960131
4079,1970087
4079,1967587
4079,1961494
4079,1963705
4079,1954620
4079,1956906
4080,1968849
4082,1968441
4082,1968527
4083,1960122
4083,1954290
4083,1961206
4083,1968984
4083,1968559
4084,1968927
4085,1965956
4086,1970445
4087,1956914
4087,1967591
4087,1963040
4087,1968441
4087,1967956
4089,1482095
4089,441780
4090,1975749
4090,1423322
4094,1964800
4094,1957430
4094,1969111
4094,1964487
4095,1966421
4096,1967476
4096,1965145
4096,1976350
4097,1961551
4097,1223414
4098,1954701
4099,1958092
4099,1966735
4099,1962458
4099,1962569
4099,1954964
4099,1976283
4099,1965063
4099,1958930
4099,1962317
4100,1963503
4100,1967284
4100,1953835
4100,1955434
4101,1969383
4101,1963494
4101,1975738
4101,1959760
4101,1961861
4102,1968473
4103,1970809
4103,1958018
4103,1954008
4103,1963536
4104,1962283
4104,1954954
4104,1975901
4104,1960238
4104,1967990
4104,1130132
4104,1962983
4104,1956362
4105,1960004
4105,1956920
4106,1965499
4106,1955708
4106,1962675
4106,1966939
4106,1959503
4108,211504
4109,1963496
4109,1967334
4110,606615
4112,1967559
4113,1964135
4113,1960083
4114,1962286
4114,1963030
4114,1959880
4115,1954829
4115,1970770
4115,463660
4115,1182967
4115,1955078
4115,1963997
4117,1960706
4118,1960486
4119,1964975
4119,1960147
4119,1968465
4119,1957103
4119,1954646
4119,1967458
4119,1960680
4119,1956848
4119,1968953
4120,1966864
4121,1965540
4121,1964473
4121,1963853
4121,1969562
4121,1969852
4121,1956778
4121,1964608
4123,785089
4123,1458721
4123,1964926
4124,1967945
4124,1968756
4124,1963646
4125,1031501
4126,1976343
4126,1962994
4127,1964217
4128,1962411
4128,1970192
4128,1959369
4128,1961070
4128,1962166
4129,1397062
4130,1959873
4131,1962358
4132,1976344
4132,1976018
4132,1966181
4132,1964216
4132,1955180
4132,1976342
4132,1966196
4132,1970236
4132,1961543
4132,1969543
4132,1957716
4132,1963544
4132,1970545
4132,1960149
4132,1965781
4132,1954382
4132,1961737
4132,1969567
4132,1964463
4132,1970313
4132,1966457
4133,1968409
4133,1959997
4133,1962389
4133,1953785
4133,1959445
4133,1961509
4133,1962516
4135,1976376
4135,1966566
4135,1957363
4135,1966889
4135,1963463
4135,423394
4135,1793327
4135,1975760
4135,1968803
4135,1960248
4135,1970425
4135,1963157
4135,1965024
4135,1959571
4135,1956576
4135,1960219
4135,475602
4135,1961475
4135,1965580
4135,1962032
4135,1963934
4135,1976169
4135,870759
4135,1960012
4135,1955018
4135,1959940
4136,1958864
4136,1960277
4136,1968676
4136,1965132
4137,1955759
4138,1966895
4138,1960278
4139,1967643
4139,1966673
4139,1969715
4139,1966595
4139,1969328
4140,1958820
4140,1958930
4140,1967756
4140,1956914
4140,1956221
4140,1959238
4141,1966246
4141,1956502
4142,1967044
4142,1693941
4143,1968712
4143,1953818
4143,1976082
4143,1975838
4143,1976289
4143,1966350
4145,1960319
4145,1963682
4145,1976267
4145,1955073
4145,1955133
4145,1957822
4145,1953930
4146,1969193
4146,1969973
4146,1965773
4146,1966329
4146,1961965
4146,1975972
4146,1976051
4146,1963932
4147,1970249
4147,1958421
4148,1969871
4149,1961474
4149,1200188
4150,1968446
4150,1960624
4150,1959161
4151,1976246
4151,1960991
4152,1370094
4152,1954045
4153,1959182
4154,956813
4155,1954418
4155,1954604
4155,1969253
4155,1968402
4155,1956606
4155,1960058
4155,1968761
4155,1961274
4155,1970454
4155,1842444
4155,1955662
4155,1956422
4155,1959787
4156,1967727
4156,1960808
4156,1965311
4157,1970462
4157,1449996
4157,1966819
4157,367420
4157,1962468
4158,1961192
4158,1710900
4158,1962200
4158,1957520
4158,1965871
4159,1961839
4159,1958317
4160,128263
4161,1965076
4161,1970084
4161,1968077
4161,1960162
4161,486302
4161,1966970
4161,1970810
4161,1960711
4161,1960106
4161,1976323
4161,33704
4163,1965437
4166,1235348
4166,1967942
4167,1964086
4167,1956015
4168,1965866
4168,1956895
4169,1958514
4169,1965665
4170,1964496
4170,1954635
4170,1966933
4170,1959430
4170,1964690
4170,1957815
4170,1969366
4170,1960428
4171,800037
4171,301813
4171,1171414
4171,1961334
4171,1957270
4171,1960306
4172,1969676
4172,1957865
4172,853471
4173,1959918
4176,1963758
4178,1957601
4178,1956850
4178,1966291
4178,1959735
4178,1969948
4178,1963885
4178,1956678
4178,1955607
4178,1958037
4179,1975846
4179,1966195
4179,187440
4179,792669
4179,1956267
4179,1174464
4179,1960034
4182,1961127
4182,1964766
4183,1962696
4184,1960340
4185,1965264
4186,1963095
4186,1957451
4186,1964631
4186,1964233
4187,1955007
4187,596472
4188,1957691
4188,1808039
4188,1970547
4188,368518
4188,1149034
4188,1959382
4189,1962456
4191,1966295
4191,1975887
4191,1967887
4191,1958288
4191,1956931
4191,1965664
4191,1962362
4191,1955223
4192,1955248
4192,1960931
4192,1975835
4192,1956813
4192,1962456
4192,1961715
4193,1957935
4193,1957209
4193,501436
4193,1966748
4193,1964281
4194,1962778
4194,1962518
4194,1969264
4195,1966607
4196,1960799
4199,1957268
4199,1955735
4199,1961075
4199,1966398
4199,1957739
4199,1968879
4199,1960077
4199,1965866
4200,1960479
4200,1349014
4200,291847
4200,1960664
4200,1957777
4200,1954073
4200,1964767
4201,1253073
4202,1963654
4202,1954750
4202,1970606
4202,1967054
4202,1960711
4203,1955091
4203,1970216
4203,1092192
4203,1967700
4203,1702765
4203,1968005
4203,1958239
4203,1964963
4203,1587726
4203,1961181
4203,1957136
4204,1970767
4204,523988
4204,1955630
4205,1956223
4205,1956635
4205,1956928
4205,1955036
4205,1964246
4207,1962493
4207,1964970
4207,1956157
4207,1960922
4207,1960332
4207,1958290
4207,1953812
4207,1959268
4207,1963435
4207,1970726
4208,1959305
4208,1964245
4209,1957936
4209,1956423
4209,1965657
4209,1968934
4209,1970517
4209,1966211
4209,1970197
4210,1967079
4210,1964433
4210,1966005
4210,1964142
4210,1954059
4210,1976261
4210,1961372
4211,605135
4211,1468085
4211,1966508
4211,1976195
4211,1109953
4212,1391031
4212,1966976
4212,1955352
4212,1964324
4212,1969372
4213,1963153
4213,1963742
4213,1966417
4213,1969110
4214,980087
4215,1958074
4215,1965556
4215,1970320
4216,1965188
4217,787353
4217,1380693
4217,984981
4218,1960695
4218,1969839
4218,1966324
4218,1954753
4218,1967335
4218,1965117
4218,1969184
4218,1959655
4219,1958989
4220,1960573
4220,1961188
4221,1976095
4221,1966888
4222,1958302
4223,704225
4224,1968719
4225,1955245
4226,1967617
4227,1965176
4227,1975720
4228,1968245
4230,1959345
4230,1956415
4230,1955255
4230,1958690
4231,1959178
4231,1970316
4231,1968426
4231,1960938
4231,1966398
4231,1959264
4232,1954360
4232,1959150
4234,1964430
4235,1965795
4235,1970792
4235,1969020
4235,1957266
4235,1968644
4235,1961866
4235,1969970
4236,1961712
4237,1968232
4237,1967268
4237,1957183
4237,1967887
4238,1965331
4239,1968505
4239,1954198
4239,1970676
4239,1966185
4239,1958657
4240,1957304
4240,1959702
4240,1965998
4240,1961687
4240,1965545
4240,1954399
4240,1967106
4240,1963506
4240,1970804
4240,1954711
4241,1958557
4242,1959056
4242,1955609
4242,1958528
4242,1957591
4242,1963149
4242,1983486
4242,1955012
4242,1096424
4242,1964802
4242,1970274
4243,1965406
4244,1966224
4245,1968705
4246,1968020
4246,1960312
4246,1966548
4246,1967289
4246,1824230
4247,1954261
4247,1963876
4247,1954983
4247,402019
4247,1958180
4247,1961640
4247,1970304
4247,1958275
4247,1966013
4247,1956648
4247,1970766
4247,1961395
4247,1955227
4247,1964832
4247,1956466
4247,1969917
4247,1965694
4247,1960145
4247,1955447
4247,1957562
4248,1961856
4249,1212793
4249,1967088
4251,1970179
4251,1956111
4251,1959988
4252,1966652
4252,1961628
4252,1957850
4254,1969560
4255,1964749
4256,1954795
4256,1957109
4256,1970466
4256,1965223
4260,1967477
4260,1972177
4260,1271724
4260,1961896
4260,1955293
4260,1969557
4260,1970609
4260,1969044
4260,1968902
4260,1962454
4260,1706378
4260,1959887
4260,1149915
4260,1963804
4260,1970421
4261,1955081
4261,1961099
4262,1842625
4262,919190
4262,1966241
4262,1122759
4262,1969623
4262,612971
4262,1966278
4262,1969045
4262,1321585
4263,1958730
4263,1963662
4263,1959801
4263,1954917
4263,1962144
4263,1968104
4263,1955055
4263,1967587
4263,721
4263,46234
4263,1970810
4264,1632985
4264,1098929
4265,1957056
4266,1494283
4266,1957609
4266,1955574
4267,1965148
4267,1965562
4267,1483330
4267,1964663
4267,1968939
4267,1955289
4267,434267
4267,1960329
4267,1976092
4267,228662
4268,1803182
4268,713843
4268,1966802
4270,1953907
4270,1968050
4271,1960543
4271,1956217
4271,61922
4271,1970601
4271,1963655
4272,1975774
4272,1956596
4272,1967949
4272,1960141
4272,1970457
4272,1959296
4272,1962875
4272,1964775
4272,1954933
4272,1957342
4272,1964615
4272,1968917
4272,1976170
4272,1965470
4272,1965508
4272,848
4273,1955329
4273,1953891
4273,1961005
4274,1958414
4274,1958773
4274,1955895
4274,1970252
4274,1963563
4275,1968122
4276,1962476
4276,1958926
4276,1968557
4277,1967166
4277,1965523
4277,1958836
4278,1962117
4278,1953907
4280,1048049
4280,1962608
4281,1966691
4282,1954543
4282,1959607
4282,1967237
4282,512773
4282,1955644
4282,1962442
4282,1960779
4282,1965759
4283,1966404
4284,1961718
4285,1963366
4286,1968691
4286,1962890
4286,1965668
4286,1966225
4286,1959042
4286,1954050
4286,1959768
4287,1957829
4287,1955944
4287,1970370
4287,1957894
4287,1957258
4287,1962158
4287,1958256
4287,1962108
4287,1966605
4287,1976236
4287,1414518
4287,27272
4289,1957695
4289,1960049
4289,1960231
4289,1959134
4289,1958035
4290,1955543
4292,1959354
4292,1013023
4292,1976044
4293,1962808
4294,1963556
4294,474805
4294,691591
4294,1955334
4294,1960881
4294,1957504
4294,1966297
4295,1959113
4295,1957289
4296,1964105
4296,1965337
4296,1958224
4297,1976339
4298,1966182
4298,1953985
4298,1960316
4298,1960515
4298,1967296
4298,1960691
4298,1956517
4298,1964180
4298,1958655
4298,1968437
4298,1963335
4298,1968358
4298,1967822
4298,1968397
4299,1964210
4299,1965329
4299,1970208
4299,1964165
4300,1958722
4300,1968200
4300,1968380
4301,1963493
4301,1493780
4301,1961658
4302,1594621
4302,1386795
4303,1970016
4305,1962135
4305,1953754
4305,1956296
4305,1024248
4305,1964508
4306,1958456
4307,985201
4308,1229935
4308,1959364
4309,1970410
4309,1957519
4309,1955166
4309,1968016
4309,1957373
4309,9272
4309,992660
4310,1957732
4310,1953748
4310,1963725
4310,1958889
4310,1959767
4310,1968845
4310,135348
4310,1969368
4310,1959013
4310,1965672
4310,1956386
4310,1953975
4310,1959599
4310,1968996
4310,1965776
4310,1969688
4310,1955037
4310,1964069
4310,1969945
4310,1969734
4310,1957308
4311,1955868
4313,1961696
4313,1963915
4313,1968108
4314,1954126
4314,1966743
4314,1960932
4314,1975898
4315,1962817
4315,1960975
4316,155053
4316,1122759
4316,1957418
4316,1953875
4316,1961940
4316,1969454
4317,1098929
4318,1968250
4319,1966564
4320,1970333
4320,1662392
4320,1963690
4320,1956261
4320,1962562
4321,1962417
4321,1968169
4321,1960860
4322,1968065
4323,1960852
4323,1966221
4323,1954578
4323,1970287
4323,1169492
4323,1967189
4323,29330
4323,9738
4323,31534
4323,1616193
4324,1961033
4324,1184880
4324,864230
4325,1965291
4326,1970118
4326,1962649
4326,1969263
4327,1969186
4327,1969282
4327,1961873
4327,1968447
4328,1957027
4328,1960455
4328,1965577
4328,1962362
4328,1957836
4328,1965867
4328,1969707
4328,1961521
4328,1954026
4328,1966409
4328,1955696
4328,1966441
4328,1963685
4328,1966984
4328,1967366
4328,1969855
4328,1955561
4328,3674
4328,28450
4328,1967268
4328,1964246
4328,1955293
4328,1955036
4328,1391031
4328,1955012
4330,1965062
4330,1968250
4330,1968023
4330,1961723
4330,1968595
4330,1969300
4332,1955005
4333,1957315
4333,1970740
4333,1967424
4333,1970087
4333,1956009
4333,1968384
4333,1961214
4333,1961319
4333,1957478
4333,1956906
4333,1967587
4333,23262
4333,25052
4333,1954917
4334,1192860
4335,1963393
4335,1966306
4336,1968669
4337,1966493
4338,1955944
4339,1970286
4340,1961347
4341,1968476
4341,1958350
4342,1955649
4342,1959478
4342,1969316
4342,1964837
4342,1966964
4342,1965376
4342,1969759
4343,1962017
4343,1966585
4344,1956756
4345,171581
4345,1959790
4345,1955613
4345,1965654
4345,1706164
4345,1969977
4345,1961928
4345,1959097
4345,1961157
4346,1965089
4347,1966495
4347,1956219
4348,1967258
4348,1956756
4349,1966937
4350,1964576
4351,1966608
4352,1956691
4352,1964886
4352,1965515
4352,1961137
4352,1238790
4352,1963470
4353,1964652
4353,1964050
4354,1959635
4354,1970841
4354,1953981
4355,1960717
4355,1970450
4356,1954082
4356,1955053
4356,1956132
4356,1961209
4356,1963952
4356,1964450
4356,1958894
4356,1956443
4356,257661
4356,1966264
4358,1953683
4360,1957907
4361,1965412
4362,1958591
4363,1954106
4363,1958457
4363,1955751
4363,1957718
4363,1966415
4363,1956459
4363,1965459
4364,1275989
4365,1968533
4367,1960697
4368,1964823
4368,9738
4369,1962766
4369,1954043
4369,1955473
4370,1956451
4371,1964576
4371,1970050
4371,1111635
4371,614504
4373,1963393
4374,1969203
4374,1954551
4374,1965045
4374,1963511
4374,1961361
4374,1969499
4374,1958681
4374,1958764
4374,1963039
4374,1955262
4374,1969856
4374,1968423
4374,1953799
4374,1970520
4374,1963253
4374,1849811
4374,1975844
4374,1963986
4374,1940867
4375,1969876
4375,1255077
4375,1964078
4376,1970275
4377,1690414
4377,1292889
4377,1967183
4377,1969864
4378,1966911
4378,1967331
4379,1970244
4379,1965463
4379,1970303
4379,1968701
4380,1963628
4380,1953734
4380,1956388
4380,1961212
4380,1969051
4380,1958132
4380,1955893
4380,1967732
4380,1961498
4380,1956654
4380,1961176
4380,1962137
4381,1632985
4383,1965012
4383,46443
4384,1966681
4385,1961546
4385,1960733
4386,1966071
4388,1966806
4388,1969140
4388,1957669
4388,1967074
4389,1967666
4389,745898
4389,1957063
4390,1963125
4390,1957410
4390,1959306
4390,1965251
4390,1967489
4390,1963927
4390,1960950
4391,1957047
4391,1959258
4392,1962741
4392,1959259
4393,1968255
4393,1955887
4393,1965229
4393,1958245
4394,1968168
4394,1958347
4395,1965463
4396,1968916
4396,709800
4397,1960910
4397,1954349
4397,1954196
4397,1961099
4399,1957338
4399,1954800
4401,1969937
4402,1964895
4403,1966318
4404,1955054
4405,1965240
4406,1960806
4406,1956031
4407,1969070
4407,1958171
4408,1962846
4410,1964958
4410,1957359
4410,1965476
4411,1960044
4411,1957384
4411,1964536
4412,1957034
4412,1963110
4413,746462
4413,658236
4414,1965843
4414,239771
4414,1958934
4416,1954144
4416,1965076
4416,1967420
4416,1967624
4416,1976313
4416,1955156
4416,1962319
4416,1961014
4416,1961319
4416,17455
4417,1970293
4418,377108
4419,1954056
4419,1968377
4420,1965286
4421,1955296
4421,1956886
4421,1969174
4421,1965402
4421,1965032
4421,1959953
4421,1962041
4421,1955683
4421,1959542
4421,1963481
4423,1958514
4424,1965924
4424,1856691
4424,1959438
4425,1963557
4425,1964768
4425,1962854
4425,1963015
4426,1958222
4426,1969403
4427,1968843
4427,1958431
4427,1957034
